"","ID","S1.1","S1.2","S1.3","S2.1","S2.2","S2.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","14257",0.802444419,0.802444419,0.802444419,3.070193613,4.93540082,3.617015097,-1.71110613622369,3.14880970935263,-12.1337002321839,9.98445535767551e-06,0.218617327308036,-1.54233928117766
"2","20990",3.189934035,3.543105605,2.815709867,0.802444419,0.802444419,0.802444419,1.49183366761257,3.03354124350306,12.9548452484359,6.60435884798158e-06,0.218617327308036,-2.48836779036099
"3","2810",3.189934035,2.985693771,3.295618641,0.802444419,0.802444419,0.802444419,1.47380788412281,3.03037444633556,12.8978139529687,6.79125258552292e-06,0.218617327308036,-2.5126767859259
"4","44475",0.802444419,0.802444419,0.802444419,4.894838485,3.100206401,3.006235812,-1.66286157739976,3.11040886508017,-11.3834452326345,1.49084374869092e-05,0.218617327308036,-1.91470996430464
"5","66687",3.189934035,2.822146858,3.077327899,0.802444419,0.802444419,0.802444419,1.42127796267441,3.00457733559378,11.5925620410791,1.33004687938404e-05,0.218617327308036,-2.71729379522106
"6","14862",3.189934035,3.818717943,2.485804332,0.802444419,0.802444419,0.802444419,1.47918240415146,3.02419808710622,10.8129350425778,2.05594535531159e-05,0.251236522419076,-2.60874252554232
"7","5233",3.928861976,2.634493029,3.077327899,0.802444419,0.802444419,0.802444419,1.47090308048172,3.0344868826812,10.2154691761259,2.92774097192207e-05,0.306659954373323,-2.5579350421189
"8","14546",0.802444419,0.802444419,0.802444419,2.480108018,3.100206401,3.006235812,-1.35850800851817,2.96770634112134,-9.53129567064893,4.49300206720995e-05,0.361863992031776,-2.99241380241207
"9","28594",0.802444419,0.802444419,0.802444419,2.902131009,4.800537794,2.841576602,-1.574522315958,3.08099619384838,-9.55075859178462,4.43694397708434e-05,0.361863992031776,-2.24888421648088
"10","52536",3.189934035,2.412894115,3.48353348,0.802444419,0.802444419,0.802444419,1.40055640623477,2.99882796020404,9.38681672844224,4.93540632885674e-05,0.361863992031776,-2.82152524166704
"11","31728",0.802444419,0.802444419,0.802444419,3.070193613,2.504094126,2.429190874,-1.28102983665225,2.92438421885247,-8.57444924764339,8.57847972944442e-05,0.483826256740665,-3.21907121477352
"12","64438",2.57615938,2.634493029,2.485804332,0.802444419,0.802444419,0.802444419,1.22582547035968,2.9033921291676,8.57581017693619,8.57021987727426e-05,0.483826256740665,-3.29210479520415
"13","7223",0.802444419,0.802444419,0.802444419,2.480108018,2.504094126,3.152509389,-1.29610571975255,2.93400889970759,-8.61652245646606,8.327272637543e-05,0.483826256740665,-3.17915942312421
"14","65507",3.189934035,2.412894115,2.485804332,0.802444419,0.802444419,0.802444419,1.27029950623532,2.92950644762726,8.29815432229216,0.000104603070909903,0.547821225651005,-3.20610944411619
"15","6094",3.60822179,3.323111951,2.024570893,0.802444419,0.802444419,0.802444419,1.3843729141298,2.98036174723595,8.07906363426055,0.00012291143842528,0.600791111022771,-2.98588697099514
"16","40800",2.57615938,2.412894115,2.485804332,0.802444419,0.802444419,0.802444419,1.18795153503228,2.88576231892562,7.97462301102561,0.00013290715818619,0.609047052388217,-3.37297359753109
"17","19549",0.802444419,0.802444419,0.802444419,2.708883726,2.504094126,2.299330519,-1.20537939762296,2.88782569068716,-7.80561116418169,0.000151110151080261,0.615522015400262,-3.37691204438921
"18","47955",0.802444419,0.802444419,0.802444419,2.195941712,3.100206401,2.750602782,-1.27246737383636,2.9254078286095,-7.85990922943493,0.0001449692154417,0.615522015400262,-3.24587712102109
"19","25146",3.189934035,2.138459829,2.815709867,0.802444419,0.802444419,0.802444419,1.26706271331523,2.93091326541176,7.65980689237673,0.000169120180388474,0.62742741569301,-3.23088015600792
"20","46480",0.802444419,0.802444419,0.802444419,2.195941712,2.504094126,3.345703274,-1.27049324935936,2.92230625821445,-7.53922984503537,0.000185874331070863,0.62742741569301,-3.27358819177751
